"","male","age","educ6","ownhome","income","micro_service","micro_english","micro_afraid","micro_honest","micro_namecall","micro_harassed","micro_pronounce","micro_stem","micro_creative","discrim_promotion","discrim_fired","discrim_hired","discrim_police","discrim_housing","discrim_neighbor","id_asianam","id_ethnic","id_ethnicam","id_asian","id_american","id2_asianam","id2_ethnic","id2_ethnicam","id2_asian","id2_american","linkedfate_race","linkedfate_ethnic","commrace","commcult","commecon","commpol","inequality","bank_reg","minimum_wage","rich_tax","american_job","free_college","race","democrat","republican","states","forborn","citizen","respid"
"638",0,0.597560975609756,0.2,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0.75,1,"Black",0,0,"GA",0,1,200000183
"639",0,0.451219512195122,0.8,1,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,0,1,0.75,1,1,0.75,0.25,1,"Black",1,0,"CA",0,1,200000065
"640",0,0.585365853658537,0.2,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.75,1,1,0.75,0.25,1,"Black",0,0,"TX",0,1,200000245
"641",1,0.560975609756098,1,1,0.833333333333333,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.75,0.75,0.75,0.75,0,0.75,"Black",1,0,"CA",1,1,200000044
"642",1,0.341463414634146,0.8,1,0.5,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,"Black",1,0,"CA",1,1,200000388
"643",0,0.280487804878049,0.4,0,0.166666666666667,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0.75,0,0.75,"Black",0,0,"TX",0,1,200000122
"644",0,0.695121951219512,0.6,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.75,1,1,0.5,1,"Black",1,0,"OH",0,1,200000007
"645",0,0.695121951219512,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,1,1,0,0,1,1,1,1,0,1,"Black",1,0,"NY",0,1,200000391
"646",1,0.609756097560976,0.8,1,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,0,0,0,0.75,0.75,0.75,0.75,0.5,0.25,"Black",0,0,"DC",0,1,200000101
"647",0,0.695121951219512,0.4,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,"Black",1,0,"AR",0,1,200000202
"648",0,0.573170731707317,0.8,1,0.666666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,1,0.75,1,0,0.75,1,"Black",1,0,"AL",0,1,200000384
"649",0,0.682926829268293,0.8,1,0.833333333333333,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,1,1,1,1,1,1,1,1,"Black",0,0,"TX",0,1,200000031
"650",0,0.597560975609756,0.6,1,0.833333333333333,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0.75,1,1,1,0,0.75,"Black",1,0,"GA",0,1,200000357
"651",0,0.475609756097561,0.6,0,0.666666666666667,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,0,0,0.5,1,0.25,1,1,1,"Black",1,0,"CA",0,1,250000100
"652",1,0.634146341463415,0.8,1,0.166666666666667,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,0,0,0.75,1,0.75,1,0,0.75,"Black",0,1,"PA",0,1,250000033
"653",1,0,0.4,1,0.333333333333333,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,"Black",0,0,"CA",0,1,200000221
"654",0,0.51219512195122,0.4,1,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.75,1,1,0.25,0,"Black",0,0,"SC",0,1,200000240
"655",1,0.329268292682927,1,1,0.666666666666667,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.25,0.75,1,0.75,0,1,"Black",1,0,"NJ",0,1,250000262
"656",0,0.548780487804878,1,0,0.333333333333333,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,1,1,1,0.25,1,"Black",0,0,"CA",0,1,250000065
"657",0,0.0365853658536585,0.6,0,0.166666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.5,0.5,0.5,0.75,0.5,0.5,"Black",0,0,"FL",0,1,250000031
"658",1,0.451219512195122,0.8,1,0.5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0.75,0,1,"Black",1,0,"CA",0,1,200000223
"659",0,0.536585365853659,1,1,0.666666666666667,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,"Black",1,0,"AR",0,1,150000039
"660",0,0.573170731707317,0.6,1,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,1,1,1,1,0.75,1,0,1,"Black",0,0,"IL",0,1,200000317
"661",0,0.560975609756098,0.6,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0.75,1,"Black",1,0,"NY",0,1,200000204
"662",0,0.731707317073171,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.5,0,1,1,0,0.75,"Black",1,0,"GA",0,1,200000129
"663",0,0.695121951219512,0.8,1,0.5,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,1,1,1,1,1,1,0,1,"Black",1,0,"AZ",0,1,300000234
"664",1,0.621951219512195,0.4,1,0.166666666666667,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,1,0,1,1,1,1,0,1,"Black",1,0,"SC",0,1,200000380
"665",0,0.158536585365854,0.6,1,0.166666666666667,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0.75,1,0.5,0.75,0,1,"Black",1,0,"NJ",0,1,200000311
"666",1,0.536585365853659,0.8,1,0.833333333333333,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,1,1,1,1,1,1,1,1,0.25,1,"Black",0,0,"MS",0,1,200000371
"667",1,0.451219512195122,0.8,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,0,1,1,1,1,1,1,0,1,"Black",0,0,"IL",0,1,200000336
"668",0,0.878048780487805,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,"Black",1,0,"MA",0,1,200000265
"669",1,0.524390243902439,0.6,1,0.5,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,1,0,1,1,0.75,1,1,1,0,1,"Black",1,0,"CA",1,1,250000255
"670",0,0.158536585365854,0.4,0,0.833333333333333,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,0,1,1,1,1,1,1,0,1,"Black",1,0,"CA",0,1,200000290
"671",0,0.0609756097560976,0.6,0,0.166666666666667,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0.75,1,1,0,1,"Black",0,0,"CA",0,1,250000143
"672",0,0.292682926829268,0.8,1,0.333333333333333,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0.25,0,1,"Black",0,0,"CA",0,1,200000415
"673",0,0.634146341463415,0.8,1,0.166666666666667,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,"Black",1,0,"GA",0,1,200000077
"674",1,0.25609756097561,0.6,0,0.833333333333333,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0.5,1,"Black",1,0,"CA",0,1,250000050
"675",0,0.0121951219512195,0.4,0,0.5,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,0,0,1,0.5,1,1,0.5,0.75,"Black",0,0,"AZ",0,1,250000064
"676",0,0.902439024390244,0.2,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0.75,1,1,0.25,1,"Black",1,0,"SC",0,1,200000156
"677",0,0.670731707317073,1,0,0.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,0,0,1,1,1,1,0,1,"Black",1,0,"NY",0,1,200000028
"678",0,0.695121951219512,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0.75,0.75,1,0.75,0,0.75,"Black",0,0,"WA",0,1,200000039
"679",0,0.146341463414634,0.8,1,0.5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,"Black",1,0,"FL",0,1,250000154
"680",1,0.560975609756098,0.8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,1,1,1,1,1,0.75,0,0.75,"Black",1,0,"SC",0,1,200000120
"681",0,0.658536585365854,0.6,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,1,1,0.75,0.75,1,1,0.25,1,"Black",1,0,"CA",0,1,200000287
"682",1,0.475609756097561,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0.75,1,"Black",1,0,"FL",0,1,250000042
"683",1,0.134146341463415,0.6,0,0.166666666666667,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0.25,0.75,1,0.75,0.75,0.75,"Black",0,1,"CA",0,1,250000214
"684",0,0.646341463414634,0.8,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0.25,0.75,"Black",1,0,"FL",0,1,200000213
"685",1,0.292682926829268,0.6,0,0.166666666666667,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,"Black",1,0,"NY",0,1,200000331
"686",0,0.439024390243902,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.75,1,1,0.25,0.75,"Black",0,0,"MS",0,1,100000118
"687",1,0.524390243902439,0.6,1,0.333333333333333,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,0,1,0,0.25,0.75,0.75,1,0,1,"Black",1,0,"CA",0,1,200000060
"688",0,0.207317073170732,0.6,1,0.166666666666667,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0.75,0.75,1,0.75,0,1,"Black",1,0,"LA",0,1,200000193
"689",1,0.658536585365854,0.8,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,1,1,0,1,1,1,1,1,0,1,"Black",0,0,"CO",1,1,250000134
"690",0,0.475609756097561,0.8,0,0.166666666666667,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,1,1,0,0,1,1,1,1,1,1,"Black",1,0,"OK",0,1,200000385
"691",0,0.707317073170732,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,1,1,1,1,1,0.75,0,1,"Black",1,0,"MI",0,1,200000304
"692",1,0.329268292682927,0.2,1,0.333333333333333,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0.75,0.25,1,"Black",0,0,"OK",0,1,200000402
"693",0,0.609756097560976,0.4,1,0.166666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0.75,"Black",1,0,"LA",0,1,250000140
"694",0,0.634146341463415,0.6,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,1,1,1,0.75,0.25,0.75,"Black",0,0,"IN",0,1,250000119
"695",0,0.207317073170732,1,1,0.333333333333333,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,"Black",1,0,"IL",0,1,250000165
"696",1,0.646341463414634,1,1,0.833333333333333,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,1,1,1,1,1,1,0,1,"Black",1,0,"TX",0,1,200000376
"697",1,0.560975609756098,1,1,0.833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.75,0.75,1,1,0,1,"Black",0,0,"MD",0,1,200000123
"698",1,0.195121951219512,0.8,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.75,1,1,0,0.25,"Black",0,0,"IL",0,1,250000129
"699",0,0.792682926829268,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,0,0,1,1,1,1,0,1,"Black",1,0,"LA",0,1,250000278
"700",0,0.414634146341463,0.6,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0.75,1,1,0.75,1,"Black",1,0,"CA",0,1,250000240
"701",0,0.573170731707317,0.4,0,0.333333333333333,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0.5,0,1,"Black",0,0,"GA",0,1,200000238
"702",0,0.682926829268293,0.4,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.5,1,0.5,0.5,0.75,"Black",1,0,"OH",0,1,250000040
"703",0,0.426829268292683,0.2,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,"Black",1,0,"TX",0,1,200000404
"704",0,0.329268292682927,0.4,0,0.166666666666667,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.25,0.25,1,0,0,0.25,"Black",0,0,"CA",0,1,200000359
"705",0,0.195121951219512,1,1,0.333333333333333,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0.75,1,0,1,"Black",1,0,"FL",0,1,200000149
"706",1,0.719512195121951,1,1,0.333333333333333,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.25,0.5,0.75,0.75,1,0,"Black",1,0,"LA",0,1,200000079
"707",0,0.695121951219512,0.8,1,0.166666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0.75,0.5,1,"Black",1,0,"CA",0,1,300000591
"708",0,0.621951219512195,0.6,1,0.333333333333333,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,"Black",1,0,"CA",0,1,200000227
"709",1,0.024390243902439,0.2,0,0.166666666666667,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0.75,"Black",0,0,"NY",0,1,350000112
"710",0,0.292682926829268,0.4,0,0.166666666666667,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0.75,1,1,1,"Black",0,0,"CA",0,1,250000268
"711",0,0.670731707317073,0.6,1,0.166666666666667,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,1,1,0.75,0.75,0.75,0.75,1,"Black",1,0,"CA",0,1,200000366
"712",1,0.621951219512195,0.8,1,0.166666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.75,1,1,0.75,0.75,"Black",0,0,"IL",0,1,200000162
"713",1,0.51219512195122,0.6,1,0.5,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,1,1,1,1,0.75,1,0.75,1,0,1,"Black",1,0,"FL",0,1,250000098
"714",1,0.621951219512195,0.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0.75,1,1,1,0.25,0.75,"Black",0,0,"AL",0,1,250000106
"715",0,0.390243902439024,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0.75,0,1,"Black",1,0,"TX",0,1,200000010
"716",1,0.365853658536585,0.2,1,0.666666666666667,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,"Black",0,0,"NY",0,1,200000268
"717",0,0.0365853658536585,0.4,0,0.166666666666667,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0.75,0.75,1,1,1,1,"Black",0,0,"FL",0,1,250000126
"718",0,0.609756097560976,0.8,1,0.666666666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,"Black",0,0,"LA",0,1,250000186
"719",1,0.573170731707317,0.4,1,0.5,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,"Black",1,0,"MI",0,1,200000121
"720",0,0.353658536585366,0.4,1,0.333333333333333,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.75,1,1,0.75,0,1,"Black",1,0,"SC",0,1,200000377
"721",0,0.74390243902439,0.6,1,0.166666666666667,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0.5,1,"Black",0,0,"FL",1,1,200000119
"722",0,0.597560975609756,1,1,0.666666666666667,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,0,1,0,0.25,0.25,1,1,0,1,"Black",1,0,"CA",0,1,200000047
"723",0,0.195121951219512,0.4,1,0.333333333333333,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,1,1,0.75,0.75,1,0.25,0.25,0.75,"Black",1,0,"CA",0,1,250000056
"724",1,0.560975609756098,0.8,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,"Black",1,0,"MS",0,1,200000248
"725",0,0.134146341463415,1,0,0.333333333333333,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0.5,0.75,0.75,0.25,0.75,"Black",1,0,"CA",0,1,250000055
"726",1,0.292682926829268,0.6,0,0.166666666666667,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0.5,1,1,1,0.5,"Black",1,0,"FL",1,1,250000008
"727",0,0.170731707317073,0.6,0,0.5,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,"Black",1,0,"CA",0,1,250000257
"728",0,0.792682926829268,0.2,1,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0.25,0,0.75,"Black",1,0,"AL",0,1,200000080
"729",1,0.939024390243902,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,"Black",1,0,"SC",0,1,200000355
"730",0,0.682926829268293,0.4,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0.75,1,"Black",1,0,"NC",0,1,200000152
"731",1,0.524390243902439,0.8,1,0.666666666666667,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0.25,1,0,1,"Black",0,0,"CA",0,1,250000075
"732",0,0.74390243902439,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,1,1,1,1,1,1,0.75,1,0.5,1,"Black",0,0,"TN",0,1,250000218
"733",0,0.597560975609756,0.8,1,0.333333333333333,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0.75,1,"Black",1,0,"MN",0,1,200000009
"734",0,0.658536585365854,0.4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,1,1,1,1,0.5,0.75,1,0,0,0,"Black",1,0,"NY",1,1,300000405
"735",0,0.707317073170732,0.6,1,0.166666666666667,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,1,1,0,0.75,1,1,1,0.25,1,"Black",1,0,"NJ",1,1,200000303
"736",0,0.646341463414634,0.2,1,0.166666666666667,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,1,0.75,1,1,0.75,1,"Black",1,0,"SC",0,1,200000417
"737",1,0.317073170731707,0.8,1,0.166666666666667,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,"Black",0,0,"WI",0,1,250000045
"738",0,0.134146341463415,0.6,0,0.166666666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.25,1,1,0.25,0,1,"Black",1,0,"MD",0,1,250000159
"739",0,0.548780487804878,0.4,0,0.166666666666667,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,"Black",1,0,"NY",0,1,250000241
"740",0,0.207317073170732,0.8,0,0.166666666666667,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.75,"Black",1,0,"CA",0,1,250000141
"741",1,0.48780487804878,0.4,1,0.666666666666667,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.75,1,0.25,1,"Black",1,0,"FL",0,1,250000224
"742",0,0.439024390243902,0.8,0,0.166666666666667,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0.5,1,"Black",1,0,"MA",0,1,200000343
"743",0,0.48780487804878,0.6,1,0.166666666666667,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,1,1,1,0,1,1,1,1,0,1,"Black",1,0,"AL",0,1,250000226
"744",1,0.439024390243902,0.8,1,0.666666666666667,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,"Black",1,0,"FL",0,1,200000205
"745",1,0.707317073170732,1,1,0.833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0.25,1,"Black",1,0,"OH",0,1,200000090
"746",0,0.573170731707317,0.6,1,0.333333333333333,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,1,1,1,1,1,1,0,1,"Black",1,0,"CA",0,1,200000414
"747",0,0.609756097560976,0.6,0,0.333333333333333,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0.5,1,1,0,1,"Black",1,0,"CA",0,1,250000269
