"","male","age","educ6","ownhome","income","micro_service","micro_english","micro_afraid","micro_honest","micro_namecall","micro_harassed","micro_pronounce","micro_stem","micro_creative","discrim_promotion","discrim_fired","discrim_hired","discrim_police","discrim_housing","discrim_neighbor","id_asianam","id_ethnic","id_ethnicam","id_asian","id_american","id2_asianam","id2_ethnic","id2_ethnicam","id2_asian","id2_american","linkedfate_race","linkedfate_ethnic","commrace","commcult","commecon","commpol","inequality","bank_reg","minimum_wage","rich_tax","american_job","free_college","respid","race","democrat","republican","states","forborn","citizen"
"1",0,0.560975609756098,0.6,0,0.5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.5,1,0.75,0.75,"0800000443","AAPI","0","0","HI","0","1"
"2",0,0.341463414634146,0.4,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,1,1,NA,1,0.75,1,0,0.75,"0650000095","AAPI","1","0","CA","0","1"
"3",1,0.463414634146341,0.4,1,0.833333333333333,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0.25,0,0.5,0.5,0,"0600000519","AAPI","0","0","HI","0","1"
"4",1,NA,1,NA,NA,0,0,NA,0,0,0,1,0,NA,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,NA,0.5,0,1,1,1,1,"0850000172","AAPI","0","0","HI","0","1"
"5",0,0.621951219512195,1,1,0.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.75,0.75,1,1,0.25,0.75,"0600000539","AAPI","1","0","HI","0","1"
"6",1,0.74390243902439,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,1,1,1,1,0,1,1,0.25,0,0,"0800000553","AAPI","0","1","HI","1","1"
"7",0,0.51219512195122,0.8,1,0.5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.75,NA,1,1,0.25,0.75,"0800000709","AAPI","1","0","HI","0","1"
"8",0,0.597560975609756,0.8,1,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.25,1,1,0.75,0,0.75,"0800000362","AAPI","0","0","HI","0","1"
"9",0,NA,0.4,NA,NA,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,1,0,0.75,1,0.75,1,0,0.75,"0800000289","AAPI","0","0","HI","0","1"
"10",1,0.658536585365854,0.4,1,0.333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.75,1,0.75,0.75,0,0.5,"0600000427","AAPI","1","0","HI","0","1"
"11",0,0.682926829268293,0.4,1,0.166666666666667,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,NA,1,1,1,1,1,0,1,"0800000527","AAPI","0","1","HI","1","1"
"12",0,0.646341463414634,0.2,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.75,1,"0600000499","AAPI","1","0","HI","0","1"
"13",0,0.329268292682927,0.4,1,0.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.75,0.75,1,0.75,0,0.75,"0800000751","AAPI","0","0","HI","0","1"
"14",0,0.524390243902439,0.4,1,0.166666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0.75,1,1,0.75,0,1,"0800000616","AAPI","1","0","HI","1","1"
"15",0,0.658536585365854,0.8,1,0.5,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,0.75,0.75,1,1,0,1,"0800000240","AAPI","1","0","HI","0","1"
"16",0,0.0609756097560976,0.6,0,0.166666666666667,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.25,0.75,0.25,0.75,0,NA,"0650000146","AAPI","0","1","CA","0","1"
"17",0,0.475609756097561,0.4,1,0.166666666666667,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,1,1,0.5,1,1,1,0,1,"0800000127","AAPI","1","0","HI","0","1"
"18",0,0.658536585365854,0.6,1,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0.5,0.75,1,0,0.75,"0850000375","AAPI","1","0","HI","0","1"
"19",0,0.365853658536585,0.4,0,0.166666666666667,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0.75,1,1,1,1,"0600000571","AAPI","0","0","HI","0","1"
"20",1,0.439024390243902,1,1,0.666666666666667,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.75,1,0.25,1,0,1,"0800000265","AAPI","0","0","HI","0","1"
"21",0,0.524390243902439,0.4,1,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0.25,1,1,1,0,1,"0600000505","AAPI","1","0","HI","0","1"
"22",0,NA,0.6,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,"0800000175","AAPI","1","0","CA","0","1"
"23",0,0.548780487804878,0.8,1,0.833333333333333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,1,1,0.75,0.75,1,0.75,0.25,1,"0800000417","AAPI","1","0","CA","1","1"
"24",1,0.707317073170732,1,1,0.833333333333333,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,NA,1,1,0,0.25,0.75,0.75,0.75,0,0.75,"0650000294","AAPI","1","0","CA","0","1"
"25",1,0.634146341463415,0.6,1,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,1,1,1,0,1,0.25,1,0.5,0.75,0.5,"0800000254","AAPI","0","0","HI","0","1"
"26",0,0.646341463414634,0.6,0,0.166666666666667,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,NA,1,1,1,0.5,0.5,1,1,0.25,1,"0650000283","AAPI","1","0","NV","0","1"
"27",1,0.170731707317073,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,"1350000158","AAPI","0","0","VA","0","1"
"28",0,0.414634146341463,1,1,0.333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,1,0,0,0.75,1,1,0,1,"0600000525","AAPI","1","0","HI","0","1"
"29",1,0.402439024390244,0.4,0,0.333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,0,0,0,0,1,0,"0800000206","AAPI","0","1","HI","0","1"
"30",1,0.182926829268293,0.6,1,0.666666666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.5,0,0.75,"0600000431","AAPI","0","0","CA","0","1"
"31",0,0.0121951219512195,0.4,1,0.666666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,0,0,0.75,0.75,0.75,0.75,0.25,0.75,"0850000152","AAPI","0","0","CA","0","1"
"32",0,0.560975609756098,0.4,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,1,1,0,NA,1,1,1,1,NA,1,"0600000366","AAPI","1","0","HI","0","1"
"33",1,0.195121951219512,0.4,1,0.5,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0.75,0.75,0.75,0,0.25,0,"0800000314","AAPI","1","0","HI","0","1"
"34",1,0.621951219512195,0.6,1,0.333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,1,0,0,0.5,0.5,0.25,0.25,0,0.5,"0600000429","AAPI","0","1","HI","0","1"
"35",0,0.475609756097561,0.8,1,0.833333333333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,NA,1,0.25,1,NA,"0600000201","AAPI","1","0","HI","0","1"
"36",0,0.121951219512195,1,1,0.666666666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,1,1,1,1,1,1,0,1,"0450000222","AAPI","1","0","CA","1","1"
"37",0,0.268292682926829,0.4,NA,0.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,0.25,1,0.75,0.75,0,0.25,"0300000322","Multiracial","0","0","CA","0","1"
"38",1,0.865853658536585,0.8,1,1,0,0,0,0,0,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,1,1,1,1,1,1,1,1,0,1,"0800000143","AAPI","0","0","HI","0","1"
"39",1,0.5,0.8,1,0.166666666666667,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,1,1,1,0.5,0.75,1,0.25,1,"0650000262","AAPI","1","0","MO","0","1"
"40",1,0.0609756097560976,0.8,1,0.833333333333333,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,0,1,1,1,1,1,0.75,0.75,"0800000322","AAPI","1","0","HI","0","1"
"41",1,NA,1,NA,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0.75,0.75,0.25,0.25,0.5,"0800000313","AAPI","0","0","HI","0","1"
"42",1,0.0365853658536585,0.8,0,NA,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.75,1,1,1,0,1,"0600000151","AAPI","0","0","HI","0","1"
"43",1,0.646341463414634,0.8,1,0.5,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,"0800000183","Multiracial","1","0","HI","0","1"
"44",0,0.463414634146341,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,NA,1,"0800000211","AAPI","1","0","HI","0","1"
"45",0,0.51219512195122,1,1,0.333333333333333,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,0,0,0.75,0.75,0.75,1,0,0.75,"0650000338","AAPI","1","0","CA","0","1"
"46",1,0.548780487804878,0.6,1,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,1,NA,NA,NA,1,1,NA,0.25,"0800000162","AAPI","0","0","HI","0","1"
"47",1,0.634146341463415,0.8,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.75,0.75,0,1,1,"0800000050","AAPI","0","0","CA","1","1"
"48",0,0.439024390243902,0.6,1,0.166666666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,1,0,1,1,1,1,0.75,1,"0800000600","AAPI","1","0","HI","0","1"
"49",1,0.646341463414634,0.8,1,0.666666666666667,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.75,0.75,0.75,0.75,0.25,0.75,"0800000426","AAPI","0","0","WA","1","1"
"50",0,0.475609756097561,0.4,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,"0800000224","AAPI","1","0","HI","0","1"
"51",0,0.536585365853659,0.8,0,0.5,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.5,0.75,1,1,0,1,"0600000383","AAPI","1","0","HI","0","1"
"52",1,0.75609756097561,0.6,1,0.166666666666667,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,1,0,0.75,1,0.75,1,0.25,1,"0600000073","AAPI","0","1","NV","0","1"
"53",1,0.158536585365854,1,0,0.333333333333333,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,1,1,1,1,0.5,1,"0650000055","AAPI","0","0","NC","0","1"
"54",0,0.378048780487805,1,1,0.666666666666667,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0.75,1,1,1,0.75,1,"0600000187","AAPI","0","0","HI","0","1"
"55",1,0.597560975609756,0.8,1,0.666666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.25,0.25,0.75,0.25,1,0,"0800000295","AAPI","0","0","HI","0","1"
"56",1,0.207317073170732,0.8,0,0.333333333333333,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,0,0,0.25,0.75,0.75,0.25,0.75,0.75,"0400000174","AAPI","0","1","CA","1","1"
"57",0,0.524390243902439,0.8,1,0.833333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.75,1,0.75,0.5,0,0.5,"0600000426","AAPI","0","0","HI","0","1"
"58",1,0.475609756097561,0.4,1,0.166666666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,1,1,1,1,1,1,0,1,"0250000235","AAPI","1","0","MI","0","1"
"59",1,0.865853658536585,0.4,1,0.333333333333333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,1,1,NA,0.25,1,1,1,0,0.75,"0800000388","AAPI","0","0","HI","0","1"
"60",1,0.536585365853659,0.6,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0.75,1,0.75,1,0.5,0.75,"0450000005","AAPI","0","0","CA","1","1"
"61",0,0.573170731707317,0.6,1,0.333333333333333,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,1,NA,0.75,1,1,1,0.5,1,"0800000097","AAPI","1","0","HI","0","1"
"62",0,0.170731707317073,1,NA,NA,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,1,0,1,1,0.25,1,1,0.25,1,"0850000114","AAPI","1","0","WA","0","1"
"63",0,0.524390243902439,0.8,1,0.833333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NA,1,1,0,0.5,NA,"0600000287","AAPI","0","0","CA","0","1"
"64",1,0.280487804878049,0.8,1,0.333333333333333,0,0,0,0,0,0,1,1,0,1,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,NA,0,1,0.25,0.75,1,1,1,"0400000339","AAPI","0","0","CA","1","0"
"65",1,0.621951219512195,0.6,1,0.166666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,1,1,1,0.75,1,1,0.5,1,"0850000404","AAPI","1","0","HI","0","1"
"66",1,0.317073170731707,0.6,1,0.833333333333333,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0.75,0,0,0,0,"0650000311","AAPI","0","0","AZ","0","1"
"67",1,0.329268292682927,0.6,1,0.666666666666667,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,1,1,1,0.75,1,1,0,1,"0650000321","AAPI","1","0","HI","0","1"
"68",1,0.51219512195122,0.4,0,NA,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0.75,1,1,1,1,"0800000433","AAPI","0","0","HI","1","1"
"69",1,0.451219512195122,1,1,0.833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.25,0,1,1,0,1,"0800000557","AAPI","0","1","NY","0","1"
"70",1,0.51219512195122,1,1,NA,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,NA,0,1,0,0.5,0.75,0.5,0.5,0,0.75,"0600000228","AAPI","0","0","NH","0","1"
"71",1,0.231707317073171,0.4,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,1,1,1,0,0.75,0.75,1,0.25,0.25,NA,"0800000668","AAPI","0","0","HI","0","1"
"72",0,0.0853658536585366,0.8,1,0.333333333333333,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,1,1,1,1,1,1,1,1,0.25,1,"1200000136","AAPI","1","0","CA","1","1"
"73",1,0.719512195121951,0.6,1,0.333333333333333,0,0,0,0,0,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.25,0.25,0.75,0.25,0.75,NA,"0800000447","AAPI","1","0","HI","0","1"
"74",0,0.597560975609756,0.4,1,0.5,0,1,1,0,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,1,1,1,NA,0.75,1,1,0,0.75,"0400000438","AAPI","1","0","CA","1","1"
"75",0,0.682926829268293,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,"0800000437","AAPI","1","0","HI","0","1"
"76",0,0.792682926829268,0.6,1,0.166666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,"0600000360","AAPI","1","0","HI","0","1"
"77",0,0.0487804878048781,0.4,NA,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,1,0,0.75,NA,1,1,0.25,0.75,"0800000398","AAPI","0","0","HI","0","1"
"78",1,0.158536585365854,0.8,0,0.166666666666667,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0.75,1,1,0.75,1,"0650000114","AAPI","0","0","CA","1","1"
"79",0,0.829268292682927,0.6,1,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,1,NA,1,1,1,0.75,"0800000330","AAPI","1","0","HI","0","1"
"80",1,0.560975609756098,0.8,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.5,1,"0650000312","AAPI","1","0","NV","0","1"
"81",0,0.317073170731707,0.8,1,NA,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.5,0.75,1,1,0.25,1,"0800000221","AAPI","0","0","HI","0","1"
"82",1,0.292682926829268,0.8,1,0.833333333333333,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,0,0,1,0,0,0,0,1,"0650000093","AAPI","1","0","CA","1","1"
"83",0,0.146341463414634,1,0,0.5,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,1,1,1,0.75,1,0.75,0.5,0.75,"0850000121","AAPI","0","0","NY","0","1"
"84",1,0.707317073170732,0.6,1,0.666666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,1,1,0,0,0,0.75,0.75,0.75,1,0,"0600000270","AAPI","1","0","VA","0","1"
"85",1,0.731707317073171,0.4,1,0.166666666666667,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,1,0,0,0,1,1,1,0.75,0,NA,"0800000652","AAPI","1","0","HI","0","1"
"86",1,0.48780487804878,1,0,0.5,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,1,1,1,1,NA,1,"0800000041","AAPI","1","0","CA","0","1"
"87",0,0.780487804878049,0.6,1,0.166666666666667,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,1,0,0.75,0.75,1,0.5,0,0.75,"0800000752","AAPI","1","0","HI","0","1"
"88",1,0.475609756097561,1,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,1,1,1,1,0.75,1,"0800000448","AAPI","1","0","HI","1","1"
"89",1,0.451219512195122,0.8,1,0.833333333333333,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0.75,0,0,0,1,"0600000059","AAPI","0","1","OR","0","1"
"90",1,0.219512195121951,0.6,0,0.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.75,1,0.5,1,0.25,0,"0800000587","AAPI","0","0","CA","0","1"
"91",1,0.231707317073171,1,0,0.5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,1,1,0,1,1,1,1,1,0.25,0.75,"0650000040","AAPI","1","0","PA","0","1"
"92",1,0.51219512195122,0.8,1,0.333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,0.75,0.5,0.5,1,0.25,0.5,"0800000333","AAPI","1","0","HI","0","1"
"93",0,0.390243902439024,1,1,0.5,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,0.5,1,1,0.5,0.75,"0600000583","Multiracial","0","0","FL","0","1"
"94",0,0.792682926829268,0.6,1,0.333333333333333,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.25,0,0.25,0,0,0.25,"0600000207","AAPI","0","0","HI","0","1"
"95",1,0.439024390243902,0.4,1,0.666666666666667,0,0,0,0,0,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.75,1,0.75,0,0.5,1,"1300000297","AAPI","1","0","CA","1","1"
"96",1,0.304878048780488,0.4,1,0.166666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0.75,0.75,1,1,0,1,"0800000210","AAPI","0","0","HI","0","1"
"97",0,0.51219512195122,0.2,1,0.333333333333333,0,0,0,0,0,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0.5,0.75,1,1,0,0.75,"0600000200","AAPI","0","0","HI","0","1"
"98",1,0.0365853658536585,0.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,"0300000219","AAPI","0","0","HI","0","1"
"99",0,0.634146341463415,1,1,0,0,0,0,0,0,0,1,1,NA,0,1,1,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0800000308","AAPI","0","0","WA","0","1"
"100",1,0.0731707317073171,0.4,0,0.833333333333333,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,1,NA,1,NA,0,0,0,0,1,NA,"0800000413","AAPI","0","0","KS","1","0"
"101",1,0.134146341463415,0.6,0,0.333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.75,NA,0.75,0.25,"0450000009","AAPI","0","0","UT","0","1"
"102",1,0.414634146341463,0.6,NA,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,NA,NA,NA,NA,1,1,1,0,1,0.75,"0850000158","Multiracial","0","0","HI","0","1"
"103",1,0.560975609756098,0.2,0,0.5,0,0,0,0,0,0,1,0,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0.5,0.75,0.5,NA,0.25,0.75,"0650000030","AAPI","0","0","NV","0","1"
"104",1,0.719512195121951,0.4,1,0.166666666666667,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0.5,0.75,1,1,0,1,"0800000266","AAPI","1","0","HI","1","1"
"105",1,0.75609756097561,0.8,1,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,1,1,0,0,0,0.5,0.25,0,0,0,"0600000254","AAPI","0","1","CA","0","1"
"106",0,0.0975609756097561,0.4,0,0.166666666666667,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,"0600000204","AAPI","1","0","HI","1","0"
